cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
Intel Xeon E3-1275 v3 @ 3.50GHz,199.99,7143,35.72,2213,11.06,95.0,75.19,4,2013,LGA1150,Server
Intel Core i7-990X @ 3.47GHz,1500.19,7137,4.76,1600,1.07,130.0,54.9,6,2011,LGA1366,Desktop
Intel Core i7-4770K @ 3.50GHz,329.99,7129,21.6,2165,6.56,84.0,84.87,4,2013,LGA1150,Desktop
Intel Xeon D-1557 @ 1.50GHz,694.0,7118,10.26,718,1.03,45.0,158.18,12,2019,FCBGA1667,Server
Intel Core i7-4771 @ 3.50GHz,196.86,7074,35.93,2190,11.13,84.0,84.21,4,2013,LGA1150,Desktop
Intel Xeon E3-1241 v3 @ 3.50GHz,79.99,7070,88.39,2150,26.88,80.0,88.38,4,2014,LGA1150,Server
Intel Xeon E3-1240 v3 @ 3.40GHz,64.87,7065,108.91,2161,33.31,80.0,88.32,4,2013,LGA1150,Server
Intel Core i7-10610U @ 1.80GHz,409.0,7062,17.27,2362,5.78,15.0,470.77,4,2020,FCBGA1528,Laptop
Intel Core i7-4940MX @ 3.10GHz,699.95,7060,10.09,2286,3.27,57.0,123.86,4,2014,"FPGA946,FPGA947",Laptop
Intel Core i7-5850EQ @ 2.70GHz,435.0,7036,16.17,2119,4.87,47.0,149.7,4,2018,FCBGA1364,Laptop
Intel Core i7-4770 @ 3.40GHz,178.69,7030,39.34,2166,12.12,84.0,83.69,4,2013,LGA1150,Desktop
Intel Core i7-980 @ 3.33GHz,160.19,7018,43.81,1558,9.73,130.0,53.99,6,2011,LGA1366,Desktop
Intel Xeon E5-4640 @ 2.40GHz,59.99,7012,116.89,1233,20.55,95.0,73.81,8,2012,LGA2011,Server
Intel Xeon E3-1245 v3 @ 3.40GHz,299.0,7008,23.44,2142,7.16,84.0,83.43,4,2013,LGA1150,Server
Intel Xeon E3-1231 v3 @ 3.40GHz,498.95,6998,14.03,2152,4.31,80.0,87.48,4,2014,FCLGA1150,Server
Intel Xeon E5-1620 v3 @ 3.50GHz,79.46,6991,87.98,2024,25.48,140.0,49.93,4,2014,LGA2011-v3,Server
Intel Xeon E5-4607 v2 @ 2.60GHz,72.8,6986,95.96,1363,18.73,95.0,73.54,6,2016,FCLGA2011,Server
Intel Xeon E-2124 @ 3.30GHz,204.99,6977,34.04,2537,12.37,71.0,98.27,4,2019,FCLGA1151-2,Server
Intel Core i7-7700HQ @ 2.80GHz,378.0,6957,18.4,2070,5.48,45.0,154.59,4,2016,FCBGA1440,Laptop
Intel Core i7-4790S @ 3.20GHz,163.0,6954,42.66,2198,13.49,65.0,106.98,4,2014,LGA1150,Desktop
Intel Xeon E5-2440 v2 @ 1.90GHz,499.95,6927,13.86,962,1.93,95.0,72.92,8,2014,LGA 1356,Server
AMD Ryzen 3 1300X,115.0,6925,60.22,2096,18.23,65.0,106.54,4,2017,AM4,Desktop
Intel Xeon W3680 @ 3.33GHz,47.85,6917,144.57,1547,32.33,130.0,53.21,6,2010,LGA1366,Server
Intel Core i7-6820HK @ 2.70GHz,378.0,6906,18.27,1941,5.13,45.0,153.46,4,2015,FCBGA1440,Laptop
Intel Xeon E5-2637 v4 @ 3.50GHz,143.0,6897,48.23,2073,14.5,135.0,51.09,4,2016,FCLGA2011-3,Server
Intel Pentium Gold G7400,66.99,6896,102.94,3084,46.03,46.0,149.92,2,2022,"LGA1700,BGA1700",Desktop
Intel Core i5-7600K @ 3.80GHz,165.99,6869,41.38,2566,15.46,91.0,75.49,4,2017,FCLGA1151,Desktop
Intel Xeon E5-2623 v3 @ 3.00GHz,249.95,6869,27.48,1861,7.45,105.0,65.42,4,2015,LGA2011-v3,Server
Intel Xeon X5690 @ 3.47GHz,189.06,6867,36.32,1608,8.51,130.0,52.82,6,2011,LGA1366,Server
Intel Core i7-5850HQ @ 2.70GHz,434.0,6866,15.82,2219,5.11,47.0,146.08,4,2015,FCBGA1364,Laptop
Intel Xeon E5-2430 v2 @ 2.50GHz,201.5,6864,34.07,1413,7.01,80.0,85.8,6,2014,LGA 1356,Server
Intel Core i3-8350K @ 4.00GHz,206.16,6862,33.29,2489,12.07,91.0,75.41,4,2017,FCLGA1151-2,Desktop
Intel Xeon E3-1285L v3 @ 3.10GHz,899.99,6848,7.61,2132,2.37,65.0,105.35,4,2014,LGA1150,Server
Intel Core i7-10510U @ 1.80GHz,409.0,6837,16.72,2363,5.78,15.0,455.82,4,2019,FCBGA1528,Laptop
Intel Xeon E5-4620 @ 2.20GHz,71.96,6830,94.91,1239,17.22,95.0,71.89,8,2015,LGA 2011,Server
Intel Core i7-4770S @ 3.10GHz,1270.0,6819,5.37,2148,1.69,65.0,104.91,4,2013,LGA1150,Desktop
Intel Core i7-980X @ 3.33GHz,144.62,6813,47.11,1532,10.59,130.0,52.41,6,2010,LGA1366,Desktop
Intel Xeon X5680 @ 3.33GHz,145.0,6811,46.97,1510,10.41,130.0,52.39,6,2010,LGA1366,Server
AMD Ryzen 3 2200G,124.0,6781,54.69,2060,16.61,65.0,104.33,4,2018,AM4,Desktop
Intel Core i7-4960HQ @ 2.60GHz,623.0,6779,10.88,2188,3.51,47.0,144.23,4,2013,FCBGA1364,Laptop
Intel Xeon E5-2448L v2 @ 1.80GHz,1424.0,6774,4.76,1235,0.87,70.0,96.77,10,2018,LGA 1356,Server
AMD FX-9590 Eight-Core,344.04,6768,19.67,1829,5.32,220.0,30.76,4,2013,AM3+,Desktop
Intel Core i3-9100F @ 3.60GHz,124.0,6768,54.58,2519,20.32,65.0,104.12,4,2019,FCLGA1151-2,Desktop
Intel Xeon E3-1230 v3 @ 3.30GHz,299.99,6760,22.53,2081,6.94,80.0,84.5,4,2013,LGA1150,Server
Intel Core i7-4930MX @ 3.00GHz,1096.0,6753,6.16,2180,1.99,57.0,118.48,4,2013,FCPGA946,Laptop
Intel Core i5-7640X @ 4.00GHz,65.0,6675,102.69,2511,38.63,112.0,59.6,4,2017,FCLGA2066,Desktop
Intel Core i5-10310U @ 1.70GHz,297.0,6658,22.42,2281,7.68,15.0,443.89,4,2020,FCBGA1528,Laptop
AMD Opteron 6380,855.79,6645,7.76,1096,1.28,115.0,57.78,8,2015,G34,Server
Intel Core i3-9100 @ 3.60GHz,169.96,6625,38.98,2519,14.82,65.0,101.93,4,2019,FCLGA1151-2,Desktop
Intel Xeon E3-1275 V2 @ 3.50GHz,384.24,6613,17.21,2151,5.6,77.0,85.89,4,2012,LGA1155,Server
Intel Xeon E5-2630L v2 @ 2.40GHz,88.65,6610,74.56,1388,15.66,60.0,110.17,6,2014,LGA 2011,Server
Intel Core i7-1180G7 @ 1.30GHz,426.0,6607,15.51,2323,5.45,15.0,440.45,4,2021,FCBGA1598,Laptop
Intel Core i5-7600 @ 3.50GHz,169.99,6598,38.81,2476,14.57,65.0,101.5,4,2017,FCLGA1151,Desktop
Intel Xeon E5-1428L v2 @ 2.20GHz,20.37,6566,322.34,1321,64.87,60.0,109.43,6,2019,FCLGA1356,Server
Intel Core i7-6700HQ @ 2.60GHz,378.0,6544,17.31,1919,5.08,45.0,145.41,4,2015,FCBGA1440,Laptop
Intel Xeon E5-1620 v2 @ 3.70GHz,309.19,6535,21.14,2015,6.52,130.0,50.27,4,2013,FCLGA2011,Server
Intel Xeon W3670 @ 3.20GHz,295.19,6534,22.13,1501,5.09,130.0,50.26,6,2011,LGA1366,Server
Intel Xeon E3-1280 V2 @ 3.60GHz,388.19,6511,16.77,2174,5.6,69.0,94.36,4,2012,LGA1155,Server
Intel Core i7-4820K @ 3.70GHz,149.73,6501,43.42,1945,12.99,130.0,50.01,4,2013,FCLGA2011,Desktop
Intel Core i7-970 @ 3.20GHz,520.0,6499,12.5,1455,2.8,130.0,49.99,6,2010,LGA1366,Desktop
Intel Core i7-3770K @ 3.50GHz,136.48,6462,47.35,2082,15.25,77.0,83.93,4,2012,LGA1155,Desktop
Intel Xeon E3-1290 V2 @ 3.70GHz,885.0,6461,7.3,2112,2.39,87.0,74.27,4,2012,LGA1155,Server
Intel Xeon E5-4610 @ 2.40GHz,215.19,6460,30.02,1401,6.51,95.0,68,6,2018,FCLGA2011,Server
Intel Xeon E3-1286L v3 @ 3.20GHz,774.0,6450,8.33,2207,2.85,65.0,99.23,4,2018,LGA1150,Server
Intel Xeon E3-1270 V2 @ 3.50GHz,84.99,6431,75.66,2064,24.29,69.0,93.2,4,2012,LGA1155,Server
Intel Xeon Silver 4112 @ 2.60GHz,550.0,6420,11.67,1690,3.07,85.0,75.53,4,2018,FCLGA3647,Server
Intel Xeon E5-2608L v3 @ 2.00GHz,441.0,6415,14.55,1210,2.74,52.0,123.37,6,2018,LGA2011-v3,Server
Intel Core i5-10210U @ 1.60GHz,702.62,6401,9.11,2233,3.18,15.0,426.76,4,2019,FCBGA1528,Laptop
Intel Core i7-3770 @ 3.40GHz,139.98,6397,45.7,2076,14.83,77.0,83.08,4,2012,LGA1155,Desktop
AMD Opteron 6282 SE,223.39,6385,28.58,953,4.27,140.0,45.61,16,2013,unknown,Server
Intel Core i7-8665U @ 1.90GHz,704.49,6383,9.06,2236,3.17,15.0,425.51,4,2019,FCBGA1528,Laptop
Intel Xeon X5675 @ 3.07GHz,30.98,6378,205.88,1473,47.55,95.0,67.14,6,2011,LGA1366,Server
Intel Xeon E5-2420 v2 @ 2.20GHz,85.19,6362,74.68,1382,16.22,80.0,79.52,6,2014,FCLGA1356,Server
Intel Core i7-8565U @ 1.80GHz,615.0,6358,10.34,2246,3.65,15.0,423.86,4,2018,FCBGA1356,Laptop
Intel Core i7-8650U @ 1.90GHz,1049.0,6358,6.06,2154,2.05,15.0,423.89,4,2017,FC-BGA1356,Laptop
Intel Xeon E5-2640 @ 2.50GHz,75.0,6321,84.28,1348,17.98,95.0,66.54,6,2012,LGA2011,Server
Intel Xeon E3-1245 V2 @ 3.40GHz,367.5,6316,17.19,2042,5.56,77.0,82.02,4,2012,LGA1155,Server
Intel Xeon E3-1225 v6 @ 3.30GHz,208.13,6312,30.33,2303,11.06,73.0,86.47,4,2017,FCLGA1151,Server
Intel Core i5-6600K @ 3.50GHz,135.0,6307,46.72,2332,17.27,91.0,69.31,4,2015,FCLGA1151,Desktop
AMD Ryzen 3 1200,103.55,6304,60.88,1927,18.61,65.0,96.98,4,2017,AM4,Desktop
Intel Xeon E3-1240 V2 @ 3.40GHz,99.99,6301,63.02,2044,20.44,69.0,91.32,4,2012,LGA1155,Server
Intel Core i7-4850HQ @ 2.30GHz,434.0,6299,14.51,1972,4.54,47.0,134.03,4,2013,FCBGA1364,Laptop
Intel Xeon E5-4617 @ 2.90GHz,35.88,6298,175.52,1552,43.25,130.0,48.44,6,2014,LGA 2011,Server
Intel Core i7-4790T @ 2.70GHz,893.0,6291,7.05,2100,2.35,45.0,139.81,4,2014,LGA1150,Desktop
Intel Core i5-8350U @ 1.70GHz,297.0,6284,21.16,2031,6.84,15.0,418.94,4,2017,FC-BGA1356,Laptop
Intel Core i7-4910MQ @ 2.90GHz,459.95,6265,13.62,2019,4.39,47.0,133.3,4,2014,FCPGA946,Laptop
Intel Xeon E5-2620 v2 @ 2.10GHz,49.0,6246,127.47,1303,26.59,80.0,78.08,6,2013,FCLGA2011,Server
AMD Opteron 6276,968.46,6245,6.45,1005,1.04,115.0,54.3,8,2013,Socket G34,Server
Intel Xeon E5-2637 v2 @ 3.50GHz,127.52,6244,48.96,1849,14.5,130.0,48.03,4,2014,LGA 2011,Server
Intel Core i5-8365U @ 1.60GHz,539.07,6239,11.57,2166,4.02,15.0,415.95,4,2019,FCBGA1528,Laptop
Intel Xeon D-1622 @ 2.60GHz,170.0,6205,36.5,1875,11.03,40.0,155.12,4,2021,FCBGA1667,Server
Intel Xeon W-2104 @ 3.20GHz,255.0,6202,24.32,1836,7.2,120.0,51.69,4,2018,FCLGA2066,Server
Intel Xeon E3-1230 V2 @ 3.30GHz,61.97,6192,99.93,1994,32.18,69.0,89.75,4,2012,LGA1155,Server
Intel Core i7-3770S @ 3.10GHz,114.0,6178,54.2,2034,17.84,65.0,95.05,4,2012,LGA1155,Desktop
Intel Xeon E3-1240L v5 @ 2.10GHz,278.0,6173,22.21,1906,6.86,25.0,246.93,4,2017,FCLGA1151,Server
Intel Core i3-8100 @ 3.60GHz,169.99,6163,36.26,2240,13.18,65.0,94.82,4,2017,FCLGA1151-2,Desktop
Intel Core i3-9300T @ 3.20GHz,143.0,6162,43.09,2318,16.21,35.0,176.07,4,2019,FCLGA1151-2,Desktop
Intel Core i3-8300 @ 3.70GHz,265.7,6136,23.1,2262,8.51,62.0,98.97,4,2018,FCLGA1151-2,Desktop
Intel Xeon E5-2630 @ 2.30GHz,49.0,6131,125.12,1270,25.92,95.0,64.54,6,2012,LGA2011,Server
AMD FX-8370 Eight-Core,218.99,6128,27.98,1626,7.43,125.0,49.02,4,2014,AM3+,Desktop
Intel Core i5-6600 @ 3.30GHz,119.0,6107,51.32,2284,19.2,65.0,93.96,4,2015,LGA 1151,Desktop
Intel Xeon X5660 @ 2.80GHz,72.33,6107,84.43,1387,19.17,95.0,64.28,6,2010,LGA1366,Server
Intel Core i5-8265U @ 1.60GHz,499.88,6103,12.21,2122,4.25,15.0,406.87,4,2018,FCBGA1528,Laptop
Intel Xeon X5670 @ 2.93GHz,63.94,6090,95.25,1392,21.77,95.0,64.11,6,2010,LGA1366,Server
Intel Core i3-8100B @ 3.60GHz,133.0,6081,45.72,2363,17.77,65.0,93.55,4,2019,FCBGA1440,Laptop
Intel Xeon E3-1268L v5 @ 2.40GHz,456.54,6079,13.32,1654,3.62,35.0,173.69,4,2018,FCLGA1151,"Laptop, Server"
Intel Core i5-7600T @ 2.80GHz,298.0,6073,20.38,2231,7.49,35.0,173.5,4,2017,FCLGA1151,Desktop
Intel Xeon E5-2658 @ 2.10GHz,1350.7,6073,4.5,1156,0.86,95.0,63.92,8,2012,LGA2011,Server
AMD Opteron 6344,379.0,6069,16.01,1231,3.25,115.0,52.77,6,2013,unknown,Server
Intel Core i5-7500 @ 3.40GHz,165.99,6064,36.53,2284,13.76,65.0,93.3,4,2016,LGA1151,Desktop
Intel Xeon E-2104G @ 3.20GHz,510.0,6057,11.88,1963,3.85,65.0,93.19,4,2018,FCLGA1151-2,Server
Intel Core i7-4900MQ @ 2.80GHz,556.0,6051,10.88,1951,3.51,47.0,128.75,4,2013,FCPGA946,Laptop
Intel Core i7-4810MQ @ 2.80GHz,179.95,6034,33.53,2004,11.14,47.0,128.37,4,2014,FCPGA946,Laptop
Intel Xeon E3-1265L v3 @ 2.50GHz,699.95,5987,8.55,2104,3.01,45.0,133.05,4,2012,FCLGA1150,Server
AMD FX-9370 Eight-Core,253.0,5985,23.66,1671,6.61,220.0,27.21,4,2013,AM3+,Desktop
AMD FX-8350 Eight-Core,122.99,5969,48.53,1576,12.81,125.0,47.75,4,2012,AM3+,Desktop
Intel Core i7-3840QM @ 2.80GHz,548.87,5966,10.87,1954,3.56,45.0,132.57,4,2012,rPGA988B,Laptop
Intel Xeon E3-1225 v5 @ 3.30GHz,399.0,5961,14.94,2064,5.17,80.0,74.51,4,2016,FCLGA1151,Server
Intel Xeon E5-2650L @ 1.80GHz,49.0,5929,120.99,1091,22.26,70.0,84.69,8,2012,LGA 2011,Server
Intel Xeon E5-2440 @ 2.40GHz,170.0,5900,34.71,1282,7.54,95.0,62.11,6,2014,LGA 1356,Server
AMD Opteron 6378,1709.92,5889,3.44,1127,0.66,115.0,51.21,8,2015,G34,Server
Intel Xeon E5-1620 @ 3.60GHz,179.91,5871,32.64,1774,9.86,130.0,45.16,4,2012,LGA2011,Server
Intel Xeon E5-2430 @ 2.20GHz,69.0,5863,84.97,1190,17.25,95.0,61.72,6,2012,LGA 1356,Server
Intel Xeon E5-1410 v2 @ 2.80GHz,19.2,5842,304.26,1689,87.97,80.0,73.02,4,2015,LGA 1356,Server
Intel Core i7-4800MQ @ 2.70GHz,239.99,5829,24.29,1944,8.1,47.0,124.02,4,2013,rPGA946B,Laptop
Intel Core i3-8300T @ 3.20GHz,158.95,5827,36.66,2005,12.62,25.0,233.07,4,2018,FCLGA1151-2,Desktop
Intel Core i7-4710MQ @ 2.50GHz,271.57,5800,21.36,1895,6.98,47.0,123.4,4,2014,FCPGA946,Laptop
Intel Core i3-1115G4E @ 3.00GHz,285.0,5776,20.27,2552,8.95,15.0,385.06,2,2022,BGA 1449,Mobile/Embedded
AMD Opteron 4274 HE,76.99,5776,75.02,1060,13.77,65.0,88.86,4,2012,C32,Server
Intel Xeon E5-2450L @ 1.80GHz,65.0,5769,88.76,1013,15.58,70.0,82.42,8,2015,LGA 1356,Server
Intel Xeon X5650 @ 2.67GHz,58.0,5761,99.32,1302,22.45,95.0,60.64,6,2010,LGA1366,Server
Intel Core i7-3820QM @ 2.70GHz,549.0,5755,10.48,1915,3.49,45.0,127.89,4,2012,BGA1224,Laptop
Intel Xeon Bronze 3106 @ 1.70GHz,334.31,5754,17.21,1013,3.03,85.0,67.7,8,2018,FCLGA3647,Server
Intel Core i7-3820 @ 3.60GHz,117.97,5754,48.77,1736,14.71,130.0,44.26,4,2012,LGA2011,Desktop
Intel Core i7-4770T @ 2.50GHz,770.0,5748,7.46,1930,2.51,45.0,127.73,4,2013,LGA1150,Desktop
Intel Xeon E3-1220 v6 @ 3.00GHz,416.68,5729,13.75,1938,4.65,72.0,79.57,4,2017,FCLGA1151,Server
Intel Core i5-7440EQ @ 2.90GHz,250.0,5711,22.84,2131,8.52,45.0,126.91,4,2021,FCBGA1440,Laptop
