cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
AMD Phenom 9350e Quad-Core,3382.07,1501,0.44,792,0.23,65.0,23.1,4,2009,AM2+,Desktop
Intel Pentium G870 @ 3.10GHz,77.0,1495,19.41,1464,19.01,65.0,22.99,2,2012,FCLGA1155,Desktop
AMD A4-7300 APU,19.69,1492,75.77,1484,75.35,65.0,22.95,1,2014,FM2,Desktop
Intel Celeron 3867U @ 1.80GHz,107.0,1488,13.9,1097,10.26,15.0,99.18,2,2019,FCBGA1356,Laptop
Intel Core i3-2120T @ 2.60GHz,133.89,1486,11.1,1144,8.54,35.0,42.47,2,2011,LGA1155,Desktop
Intel Core2 Quad Q9000 @ 2.00GHz,389.0,1480,3.8,879,2.26,45.0,32.89,4,2009,PGA478,Laptop
Intel Celeron G1610 @ 2.60GHz,37.0,1478,39.95,1359,36.73,55.0,26.88,2,2012,FCLGA1155,Desktop
AMD Phenom II X3 720,64.45,1466,22.74,1081,16.77,95.0,15.43,3,2009,AM3,Desktop
Intel Celeron G1620 @ 2.70GHz,70.27,1466,20.86,1407,20.02,55.0,26.65,2,2013,FCLGA1155,Desktop
AMD Opteron 1352,135.99,1464,10.76,849,6.24,75.0,19.52,4,2009,AM2,Server
AMD Phenom II N950 Quad-Core,112.6,1460,12.97,847,7.52,35.0,41.73,4,2010,S1,Laptop
AMD A8-3510MX APU,77.11,1457,18.9,826,10.71,45.0,32.38,4,2011,FS1,Laptop
AMD Phenom 9450e Quad-Core,105.0,1455,13.86,841,8.01,65.0,22.39,4,2010,AM2+,Desktop
AMD A6-6400K APU,19.81,1453,73.35,1429,72.14,65.0,22.35,1,2013,FM2,Desktop
Intel Xeon E5320 @ 1.86GHz,38.75,1451,37.43,768,19.83,80.0,18.13,4,2009,LGA771,Server
Intel Xeon X5272 @ 3.40GHz,140.0,1451,10.36,1411,10.08,80.0,18.14,2,2009,LGA771,Server
Intel Core i3-530 @ 2.93GHz,115.19,1449,12.58,1176,10.21,73.0,19.85,2,2010,LGA1156,Desktop
Intel Xeon E5240 @ 3.00GHz,88.78,1448,16.32,1312,14.78,65.0,22.28,2,2009,LGA771,Server
Intel Pentium 4410Y @ 1.50GHz,161.0,1444,8.97,777,4.83,6.0,240.71,2,2017,FCBGA1515,Laptop
AMD Athlon II X3 415e,75.0,1441,19.21,1028,13.71,45.0,32.02,3,2010,AM3,Desktop
AMD Athlon X3 440,87.99,1438,16.35,1129,12.83,95.0,15.14,3,2010,unknown,Unknown
Intel Pentium G860 @ 3.00GHz,22.93,1437,62.66,1389,60.57,65.0,22.11,2,2011,FCLGA1155,Desktop
AMD A4-6300 APU,28.99,1431,49.36,1419,48.96,65.0,22.01,1,2013,FM2,Desktop
Intel Xeon E3113 @ 3.00GHz,9.79,1429,145.96,1282,130.96,65.0,21.98,2,2014,LGA775,Server
AMD A6-5400B APU,28.94,1428,49.36,1380,47.69,65.0,21.98,1,2013,FM2,Desktop
AMD Phenom II X2 560,23.98,1426,59.48,1450,60.49,80.0,17.83,2,2010,AM2+/AM3,Unknown
AMD Phenom II X3 740,88.99,1424,16.0,982,11.03,95.0,14.99,3,2010,unknown,Unknown
AMD Phenom 9150e Quad-Core,247.5,1414,5.71,721,2.91,65.0,21.75,4,2009,AM2+,Desktop
Intel Celeron 5205U @ 1.90GHz,107.0,1414,13.21,1094,10.22,15.0,94.25,2,2020,FCBGA1528,Laptop
AMD Phenom II P960 Quad-Core,39.12,1412,36.1,740,18.92,35.0,40.35,4,2011,S1,Laptop
Intel Atom C2558 @ 2.40GHz,136.0,1410,10.37,358,2.63,15.0,94,4,2015,BGA 1283,"Laptop, Mobile/Embedded"
AMD Phenom II X2 565,168.87,1405,8.32,1413,8.37,80.0,17.57,2,2011,AM2+/AM3,Desktop
Intel Pentium G6951 @ 2.80GHz,75.0,1401,18.68,1137,15.16,73.0,19.19,2,2011,LGA1156,Desktop
Intel Celeron N4000 @ 1.10GHz,107.0,1399,13.08,1022,9.55,6.0,233.23,2,2018,FCBGA1090,Laptop
AMD A8-3520M APU,55.0,1398,25.42,831,15.11,35.0,39.94,4,2012,FS1,Laptop
AMD Phenom II X2 B59,48.02,1392,28.98,1384,28.82,80.0,17.4,2,2012,AM2+/AM3,Unknown
AMD Phenom 8600B Triple-Core,14.95,1390,92.96,957,64.03,95.0,14.63,3,2009,AM2+,Desktop
AMD Athlon 5150 APU,98.86,1389,14.05,550,5.56,25.0,55.57,4,2014,"AM1,FS1b",Desktop
Intel Xeon L5310 @ 1.60GHz,112.5,1385,12.31,662,5.88,50.0,27.7,4,2016,LGA771,Server
AMD A6-3500 APU,74.93,1382,18.44,958,12.79,65.0,21.25,3,2011,FM1,Desktop
Intel Pentium G850 @ 2.90GHz,101.97,1373,13.47,1339,13.13,65.0,21.13,2,2011,FCLGA1155,Desktop
Intel Pentium 2020M @ 2.40GHz,134.0,1367,10.2,1268,9.46,35.0,39.06,2,2013,FCPGA988,Laptop
Intel Core2 Duo E8600 @ 3.33GHz,149.95,1362,9.09,1413,9.42,65.0,20.96,2,2008,LGA775,Desktop
AMD Athlon II X2 280,76.89,1355,17.62,1462,19.02,65.0,20.84,2,2013,AM3,Unknown
Intel Pentium 2030M @ 2.50GHz,134.0,1353,10.1,1157,8.63,35.0,38.66,2,2013,FCPGA988,Laptop
Intel Pentium G645 @ 2.90GHz,93.35,1353,14.5,1303,13.96,65.0,20.82,2,2012,LGA1155,Desktop
AMD A4-5300 APU,26.95,1349,50.06,1348,50.02,65.0,20.76,2,2012,FM2,Desktop
Intel Celeron 4205U @ 1.80GHz,107.0,1341,12.53,1057,9.87,15.0,89.41,2,2019,FCBGA1528,Laptop
Intel Pentium G2020T @ 2.50GHz,47.6,1337,28.08,1252,26.3,35.0,38.19,2,2013,FCLGA1155,Desktop
Intel Xeon L5240 @ 3.00GHz,31.4,1337,42.57,1299,41.36,40.0,33.42,2,2009,LGA771,Server
Intel Core i3-2370M @ 2.40GHz,36.99,1336,36.12,1059,28.63,35.0,38.17,2,2012,PGA988B,Laptop
Intel Celeron G1610T @ 2.30GHz,14.98,1334,89.04,1211,80.82,35.0,38.11,2,2013,LGA1155,Desktop
AMD Athlon II X3 405e,112.9,1331,11.79,973,8.62,45.0,29.58,3,2010,AM3,Desktop
AMD A4-6300B APU,27.95,1328,47.51,1373,49.12,65.0,20.43,1,2013,unknown,Desktop
AMD Athlon X2 280,33.49,1327,39.63,1258,37.55,65.0,20.42,2,2014,AM3,Unknown
Intel Core i5 750S @ 2.40GHz,210.19,1326,6.31,1039,4.94,82.0,16.17,4,2012,LGA1156,Desktop
AMD Athlon II X3 400e,25.49,1320,51.8,908,35.62,45.0,29.34,3,2009,AM3,Desktop
Intel Atom x7-Z8700 @ 1.60GHz,73.63,1318,17.9,646,8.78,4.0,329.52,4,2015,BGA1380,Laptop
AMD Athlon X2 340 Dual Core,94.99,1315,13.85,1301,13.7,65.0,20.24,2,2013,unknown,Unknown
Intel Core i5-480M @ 2.67GHz,80.6,1312,16.27,1167,14.48,35.0,37.48,2,2010,BGA1288,Laptop
Intel Pentium 3550M @ 2.30GHz,215.92,1309,6.06,1183,5.48,37.0,35.38,2,2014,FCPGA946,Laptop
AMD Phenom II X2 555,36.96,1308,35.4,1315,35.58,80.0,16.35,2,2010,AM2+/AM3,Desktop
AMD A8-3500M APU,59.95,1308,21.81,781,13.03,35.0,37.36,4,2011,FS1,Laptop
Intel Xeon E5310 @ 1.60GHz,49.0,1306,26.65,640,13.05,80.0,16.33,4,2009,LGA771,Server
Intel Pentium N3700 @ 1.60GHz,444.78,1288,2.9,636,1.43,6.0,214.74,4,2015,FCBGA1170,Laptop
AMD Phenom 9100e Quad-Core,34.95,1279,36.58,734,20.99,65.0,19.67,4,2009,AM2+,Desktop
Intel Core i5-460M @ 2.53GHz,64.95,1279,19.69,1137,17.5,35.0,36.54,2,2010,BGA1288,Laptop
AMD A6-5400K APU,52.02,1279,24.59,1271,24.43,65.0,19.68,1,2012,FM2,Desktop
AMD Sempron 240,36.1,1278,35.39,1300,36.02,65.0,19.66,2,2018,FM2,Desktop
Intel Pentium G630 @ 2.70GHz,14.99,1277,85.21,1225,81.69,65.0,19.65,2,2011,LGA1155,Desktop
Intel Pentium G640 @ 2.80GHz,30.0,1270,42.34,1290,43.0,65.0,19.54,2,2012,LGA1155,Desktop
Intel Celeron G555 @ 2.70GHz,39.99,1268,31.71,1275,31.87,65.0,19.51,2,2012,LGA1155,Desktop
Intel Core i3-2350M @ 2.30GHz,36.03,1263,35.04,1004,27.86,35.0,36.07,2,2011,PGA988B,Laptop
AMD Phenom II N850 Triple-Core,25.0,1253,50.13,882,35.28,35.0,35.81,3,2010,S1,Laptop
Intel Xeon E3110 @ 3.00GHz,199.95,1242,6.21,1331,6.66,65.0,19.11,2,2008,LGA775,Server
Intel Xeon X5260 @ 3.33GHz,13.0,1238,95.2,1406,108.17,80.0,15.47,2,2009,LGA771,Server
Intel Core2 Duo E8500 @ 3.16GHz,129.95,1238,9.53,1324,10.19,65.0,19.05,2,2008,LGA775,Desktop
Intel Atom x5-Z8500 @ 1.44GHz,62.57,1238,19.78,628,10.04,4.0,309.45,4,2015,UTFCBGA1380,Laptop
Intel Core i3-2330M @ 2.20GHz,39.95,1235,30.9,984,24.62,35.0,35.27,2,2011,BGA1023,Laptop
AMD Athlon II X2 270,19.99,1234,61.75,1353,67.67,65.0,18.99,2,2011,AM3,Desktop
AMD Athlon II X2 265,15.5,1233,79.56,1344,86.7,65.0,18.97,2,2010,AM3,Desktop
Intel Core2 Duo T9900 @ 3.06GHz,398.95,1232,3.09,1210,3.03,35.0,35.21,2,2009,"BGA479,PGA478",Laptop
AMD A6-3400M APU,28.99,1226,42.3,717,24.72,35.0,35.04,4,2011,FS1,Laptop
AMD A4-4020 APU,91.0,1225,13.47,1238,13.61,65.0,18.85,2,2014,FM2,Desktop
AMD Athlon II X2 B26,24.95,1224,49.06,1291,51.73,65.0,18.83,2,2011,unknown,Unknown
AMD Phenom II X3 705e,152.34,1222,8.02,962,6.31,65.0,18.81,3,2009,AM3,Desktop
Intel Core i3-2328M @ 2.20GHz,150.11,1221,8.13,986,6.57,35.0,34.88,2,2012,PGA988,Laptop
AMD A4-5300B APU,25.95,1220,47.02,1254,48.34,65.0,18.77,2,2012,FM2,Desktop
Intel Pentium N3540 @ 2.16GHz,250.87,1216,4.85,714,2.85,7.5,162.12,4,2014,FCBGA1170,Laptop
AMD Phenom 8450 Triple-Core,16.99,1214,71.48,829,48.8,95.0,12.78,3,2008,AM2+,Desktop
Intel Core i5-430M @ 2.27GHz,129.95,1211,9.32,997,7.67,35.0,34.6,2,2010,BGA1288,Laptop
AMD Phenom 8600 Triple-Core,52.99,1210,22.84,898,16.95,95.0,12.74,3,2009,AM2+,Desktop
Intel Core i5-450M @ 2.40GHz,31.95,1208,37.8,1035,32.39,35.0,34.51,2,2010,PGA988A,Laptop
Intel Pentium G620 @ 2.60GHz,11.99,1207,100.66,1203,100.3,65.0,18.57,2,2011,LGA1155,Desktop
AMD Phenom 8650 Triple-Core,19.0,1205,63.42,854,44.94,95.0,12.68,3,2008,AM2+,Desktop
Intel Celeron G550 @ 2.60GHz,49.0,1200,24.49,1192,24.32,65.0,18.46,2,2012,LGA1155,Desktop
AMD A6-3410MX APU,3.99,1199,300.6,722,180.84,45.0,26.65,4,2011,FS1,Laptop
AMD Opteron 2222,19.0,1198,63.08,618,32.53,95.0,12.62,2,2013,F (1207),Server
Intel Core i3-2310M @ 2.10GHz,39.95,1193,29.85,943,23.59,35.0,34.07,2,2011,BGA1023,Laptop
AMD A4-4000 APU,19.97,1190,59.59,1195,59.82,65.0,18.31,1,2013,FM2,Desktop
Intel Core i3-3217U @ 1.80GHz,199.0,1188,5.97,907,4.56,17.0,69.9,2,2012,BGA1023,Laptop
Intel Celeron 3965Y @ 1.50GHz,107.0,1179,11.02,889,8.31,6.0,196.53,2,2018,FCBGA1515,Laptop
Intel Core i3-390M @ 2.67GHz,38.95,1178,30.25,1096,28.15,35.0,33.66,2,2011,BGA1288,Laptop
AMD Athlon II X2 B28,39.02,1177,30.18,1347,34.52,65.0,18.11,2,2012,AM3,Desktop
Intel Pentium G840 @ 2.80GHz,84.53,1175,13.9,1252,14.81,65.0,18.08,2,2011,FCLGA1155,Desktop
AMD Phenom II X2 550,41.91,1169,27.89,1240,29.58,80.0,14.61,2,2009,AM2+/AM3,Desktop
Intel Core2 Duo E8400 @ 3.00GHz,140.0,1169,8.35,1242,8.87,65.0,17.98,2,2008,LGA775,Desktop
Intel Pentium E6800 @ 3.33GHz,24.95,1166,46.74,1358,54.45,65.0,17.94,2,2010,LGA775,Desktop
Intel Pentium E5800 @ 3.20GHz,139.95,1165,8.33,1314,9.39,65.0,17.93,2,2012,LGA775,Desktop
Intel Core i3-380M @ 2.53GHz,49.95,1165,23.32,1018,20.37,35.0,33.28,2,2010,PGA988A,Laptop
AMD Athlon II X2 255,12.55,1163,92.67,1249,99.53,65.0,17.89,2,2010,AM3,Desktop
Intel Core2 Duo T9800 @ 2.93GHz,423.89,1163,2.74,1220,2.88,35.0,33.22,2,2009,BGA479,Laptop
Intel Core2 Duo E7600 @ 3.06GHz,119.95,1161,9.67,1275,10.63,65.0,17.85,2,2009,LGA775,Desktop
AMD A6-5350M APU,33.12,1160,35.01,1213,36.63,35.0,33.13,2,2013,FS1r2,Laptop
AMD Phenom II P920 Quad-Core,65.0,1160,17.85,598,9.2,25.0,46.4,4,2010,S1,Laptop
AMD Athlon II X2 250e,76.73,1155,15.05,1201,15.65,45.0,25.67,2,2011,AM3,Desktop
Intel Celeron N3160 @ 1.60GHz,349.0,1154,3.31,567,1.62,6.0,192.42,4,2016,FCBGA1170,Laptop
AMD Sempron 3850 APU,47.58,1153,24.22,448,9.42,25.0,46.1,4,2014,"AM1,FS1b",Desktop
Intel Pentium E6700 @ 3.20GHz,140.19,1152,8.22,1314,9.37,65.0,17.72,2,2010,LGA775,Desktop
AMD Phenom II X2 B55,37.95,1151,30.34,1244,32.79,80.0,14.39,2,2009,AM3,Desktop
Intel Xeon W3505 @ 2.53GHz,14.86,1142,76.86,1104,74.29,130.0,8.79,2,2009,LGA1366,Server
Intel Core2 Duo E6850 @ 3.00GHz,51.2,1140,22.26,1196,23.36,65.0,17.53,2,2008,LGA775,Desktop
Intel Pentium G640T @ 2.40GHz,84.88,1139,13.42,1102,12.98,35.0,32.54,2,2012,LGA1155,Desktop
Intel Core2 Extreme X9100 @ 3.06GHz,851.0,1139,1.34,1175,1.38,44.0,25.89,2,2008,PGA478,Laptop
Intel Core2 Extreme X9000 @ 2.80GHz,409.95,1135,2.77,1103,2.69,44.0,25.79,2,2009,PGA478,Laptop
Intel Celeron N3350 @ 1.10GHz,275.49,1126,4.09,809,2.94,6.0,187.73,2,2016,FCBGA1296,Laptop
Intel Core i3-370M @ 2.40GHz,29.96,1126,37.57,977,32.6,35.0,32.16,2,2010,PGA988A,Laptop
Intel Xeon L5320 @ 1.86GHz,69.99,1118,15.97,281,4.02,50.0,22.35,4,2011,LGA771,Server
AMD Athlon II X2 260,39.99,1113,27.83,1249,31.24,65.0,17.12,2,2010,AM3,Desktop
Intel Celeron G540 @ 2.50GHz,11.03,1110,100.59,1131,102.53,65.0,17.07,2,2011,LGA1155,Desktop
AMD Phenom II X2 545,43.98,1107,25.18,1083,24.63,80.0,13.84,2,2009,AM2+/AM3,Desktop
AMD Opteron 2220,1038.26,1106,1.07,553,0.53,95.0,11.64,2,2009,F (1207),Server
AMD Athlon II X2 210e,28.49,1105,38.79,1105,38.8,45.0,24.56,2,2010,AM3,Desktop
Intel Celeron G530 @ 2.40GHz,48.99,1096,22.36,1078,22.01,65.0,16.86,2,2011,LGA1155,Desktop
AMD A4-3420 APU,136.0,1094,8.04,1150,8.46,65.0,16.83,2,2012,FM1,Desktop
Intel Core2 Extreme X7900 @ 2.80GHz,159.95,1093,6.83,1087,6.8,44.0,24.83,2,2009,PGA478,Laptop
Intel Celeron 2002E @ 1.50GHz,86.0,1091,12.68,871,10.12,25.0,43.63,2,2018,FCBGA1364,Laptop
Intel Pentium B970 @ 2.30GHz,50.99,1091,21.4,1055,20.7,35.0,31.17,2,2012,PGA988,Laptop
Intel Core2 Duo E7500 @ 2.93GHz,99.63,1090,10.94,1198,12.03,65.0,16.76,2,2009,LGA775,Desktop
Intel Celeron G1101 @ 2.27GHz,19.77,1086,54.92,929,46.99,73.0,14.87,2,2011,FCLGA1156,Desktop
AMD Phenom 8250e Triple-Core,46.99,1084,23.08,729,15.52,65.0,16.68,3,2009,940,Desktop
AMD Athlon II X2 250,38.95,1083,27.8,1155,29.66,65.0,16.66,2,2009,AM3,Desktop
AMD Athlon II X2 245e,19.99,1075,53.77,1145,57.28,45.0,23.89,2,2011,AM3,Desktop
AMD Athlon II X2 B24,24.1,1073,44.53,1206,50.03,65.0,16.51,2,2010,AM3,Desktop
Intel Pentium E6500 @ 2.93GHz,95.71,1073,11.21,1210,12.64,65.0,16.51,2,2009,LGA775,Desktop
Intel Pentium E6600 @ 3.06GHz,16.99,1072,63.11,1156,68.06,65.0,16.49,2,2010,LGA775,Desktop
AMD A4-3400 APU,20.0,1066,53.31,1075,53.73,65.0,16.4,2,2011,FM1,Desktop
Intel Pentium B980 @ 2.40GHz,35.81,1064,29.71,1050,29.33,35.0,30.4,2,2012,FCPGA988,Laptop
Intel Core2 Duo E8200 @ 2.66GHz,75.99,1064,14.0,1126,14.82,65.0,16.36,2,2008,LGA775,Desktop
Intel Core i3-350M @ 2.27GHz,29.0,1062,36.63,879,30.3,35.0,30.35,2,2010,BGA1288,Laptop
Intel Pentium G6950 @ 2.80GHz,79.0,1061,13.43,1035,13.1,73.0,14.53,2,2010,LGA1156,Desktop
Intel Celeron G530T @ 2.00GHz,16.99,1056,62.15,962,56.61,35.0,30.17,2,2011,LGA1155,Desktop
Intel Xeon W3503 @ 2.40GHz,9.99,1052,105.35,1015,101.64,130.0,8.1,2,2009,LGA1366,Server
Intel Core2 Duo T9600 @ 2.80GHz,54.95,1051,19.13,1121,20.39,35.0,30.03,2,2009,BGA479,Laptop
AMD Athlon II X2 235e,97.5,1049,10.75,1107,11.35,45.0,23.3,2,2009,AM3,Desktop
AMD Athlon 7850 Dual-Core,99.99,1037,10.37,1110,11.1,95.0,10.91,2,2009,AM2+,Desktop
AMD Athlon II X2 B22,25.95,1036,39.93,1124,43.31,65.0,15.94,2,2010,AM3,Desktop
AMD Opteron 2218,96.41,1036,10.75,491,5.09,95.0,10.91,2,2009,F (1207),Server
Intel Core2 Duo E8300 @ 2.83GHz,19.99,1034,51.71,1169,58.47,65.0,15.9,2,2008,LGA775,Desktop
Intel Pentium G630T @ 2.30GHz,84.07,1029,12.24,1040,12.37,35.0,29.4,2,2011,LGA1155,Desktop
AMD A6-4400M APU,27.0,1026,38.0,1043,38.63,35.0,29.31,1,2012,FS1r2,Laptop
Intel Xeon 3070 @ 2.66GHz,28.65,1025,35.78,1024,35.74,65.0,15.77,2,2010,LGA775,Server
AMD Athlon II X2 220,59.95,1024,17.07,1105,18.43,65.0,15.75,2,2010,AM3,Desktop
AMD Phenom II N660 Dual-Core,89.0,1024,11.51,1070,12.02,35.0,29.26,2,2011,S1,Laptop
AMD Athlon II X2 245,12.55,1022,81.47,1113,88.69,65.0,15.73,2,2009,AM2+/AM3,Desktop
Intel Pentium 2127U @ 1.90GHz,134.0,1018,7.59,941,7.02,17.0,59.87,2,2013,FCBGA1023,Laptop
Intel Pentium E5700 @ 3.00GHz,49.99,1017,20.35,1169,23.39,65.0,15.65,2,2010,LGA775,Desktop
Intel Core2 Duo T9500 @ 2.60GHz,108.02,1016,9.4,1090,10.09,35.0,29.02,2,2009,BGA479,Laptop
Intel Core2 Duo E6700 @ 2.66GHz,29.99,1012,33.76,1055,35.17,65.0,15.57,2,2010,LGA775,Desktop
Intel Core2 Duo P9600 @ 2.53GHz,99.0,1012,10.22,1075,10.86,25.0,40.46,2,2009,PGA478,Laptop
Intel Core2 Duo E6750 @ 2.66GHz,10.3,1010,98.06,1050,101.99,65.0,15.54,2,2008,LGA775,Desktop
Intel Pentium E5500 @ 2.80GHz,15.99,1010,63.14,1140,71.31,65.0,15.53,2,2010,LGA775,Desktop
Intel Pentium E6300 @ 2.80GHz,41.85,1000,23.89,1129,26.97,65.0,15.38,2,2009,LGA775,Desktop
Intel Pentium 2117U @ 1.80GHz,134.0,998,7.45,925,6.9,17.0,58.7,2,2013,FCBGA1023,Laptop
Intel Core i3-330M @ 2.13GHz,149.95,997,6.65,809,5.39,35.0,28.48,2,2010,BGA1288,Laptop
AMD Phenom II N620 Dual-Core,3.99,990,248.09,1069,267.82,35.0,28.28,2,2010,S1,Laptop
AMD Athlon II X2 240e,37.89,980,25.86,1092,28.81,45.0,21.77,2,2009,AM3,Desktop
Intel Core2 Duo E7400 @ 2.80GHz,14.99,980,65.35,1104,73.63,65.0,15.07,2,2008,LGA775,Desktop
AMD Phenom X3 8550,29.95,976,32.59,810,27.06,95.0,10.27,3,2009,AM2/AM2+,Desktop
Intel Core2 Duo T7800 @ 2.60GHz,607.99,976,1.6,1034,1.7,35.0,27.88,2,2009,BGA479,Laptop
AMD Athlon 64 FX-74,499.5,972,1.95,617,1.24,125.0,7.78,2,2009,F (1207),Desktop
AMD A4-3300 APU,56.61,971,17.15,1026,18.13,65.0,14.93,2,2011,FM1,Desktop
AMD A4-4300M APU,29.86,971,32.51,976,32.68,35.0,27.73,1,2012,FS1,Laptop
AMD Athlon 64 X2 Dual Core 6400+,249.95,967,3.87,1142,4.57,125.0,7.74,2,2008,AM2,Desktop
AMD Phenom II N640 Dual-Core,54.95,965,17.57,1039,18.9,35.0,27.58,2,2010,S1,Laptop
Intel Core2 Duo E7300 @ 2.66GHz,33.07,964,29.15,1097,33.17,65.0,14.83,2,2008,LGA775,Desktop
Intel Xeon 5160 @ 3.00GHz,43.5,963,22.14,1134,26.08,80.0,12.04,2,2009,LGA771,Server
Intel Atom C2538 @ 2.40GHz,104.0,960,9.23,491,4.72,15.0,64.01,4,2018,FCBGA1283,Laptop
AMD Athlon II X2 215,28.97,959,33.09,1041,35.92,65.0,14.75,2,2009,AM3,Desktop
Intel Core2 Duo P9500 @ 2.53GHz,998.99,959,0.96,1056,1.06,25.0,38.36,2,2008,BGA479,Laptop
AMD Opteron 285,24.95,956,38.3,509,20.39,95.0,10.06,2,2009,940,Server
Intel Core2 Duo P8700 @ 2.53GHz,84.95,956,11.26,1045,12.3,25.0,38.25,2,2009,BGA479,Laptop
AMD E2-3200 APU,7.99,953,119.23,964,120.61,65.0,14.66,2,2011,FM1,Desktop
AMD Opteron 290,135.0,952,7.05,570,4.22,95.0,10.02,2,2009,940,Server
AMD Athlon 7750 Dual-Core,79.99,951,11.88,1034,12.93,95.0,10.01,2,2009,AM2+,Desktop
Intel Core2 Duo SP9400 @ 2.40GHz,284.0,948,3.34,930,3.28,25.0,37.93,2,2009,BGA956,Laptop
Intel Core2 Duo E7200 @ 2.53GHz,47.0,947,20.14,1068,22.73,65.0,14.56,2,2008,LGA775,Desktop
AMD Athlon 64 FX-62 Dual Core,375.0,943,2.51,1000,2.67,125.0,7.54,2,2009,AM2,Desktop
Intel Core2 Duo T9400 @ 2.53GHz,44.95,941,20.93,1016,22.61,35.0,26.88,2,2009,BGA479,Laptop
Intel Core2 Duo P8800 @ 2.66GHz,56.99,940,16.49,1087,19.07,25.0,37.59,2,2009,BGA479,Laptop
Intel Core2 Duo T9300 @ 2.50GHz,94.95,940,9.9,1020,10.74,35.0,26.86,2,2008,BGA479,Laptop
Intel Xeon 3060 @ 2.40GHz,22.99,939,40.84,942,40.96,65.0,14.44,2,2009,LGA775,Server
Intel Core2 Duo T9550 @ 2.66GHz,298.95,937,3.13,1035,3.46,35.0,26.77,2,2009,BGA479,Laptop
Intel Pentium E5400 @ 2.70GHz,92.76,936,10.09,1074,11.58,65.0,14.4,2,2009,LGA775,Desktop
AMD Athlon II X2 240,24.95,935,37.46,1027,41.18,65.0,14.38,2,2009,AM3,Desktop
Intel Celeron E3500 @ 2.70GHz,21.0,935,44.54,1154,54.93,65.0,14.39,2,2011,LGA775,Desktop
AMD Phenom II P650 Dual-Core,35.0,933,26.66,985,28.14,35.0,26.66,2,2011,S1,Laptop
Intel Xeon L3406 @ 2.27GHz,265.19,928,3.5,647,2.44,30.0,30.94,2,2010,LGA1156,Server
AMD Athlon 64 X2 Dual Core 5600+,107.21,923,8.61,1027,9.58,89.0,10.37,2,2008,AM2,Desktop
AMD Turion II Ultra Dual-Core Mobile M600,16.76,923,55.1,982,58.6,35.0,26.38,2,2009,S1,Laptop
AMD Athlon 64 X2 Dual Core 6000+,38.5,919,23.87,1022,26.55,89.0,10.33,2,2008,AM2,Desktop
Intel Celeron 3205U @ 1.50GHz,287.04,918,3.2,879,3.06,15.0,61.19,2,2015,FCBGA1168,Laptop
Intel Xeon 5148 @ 2.33GHz,20.0,912,45.62,868,43.39,40.0,22.81,2,2010,LGA771,Server
AMD Athlon 64 X2 Dual Core 5400+,52.99,910,17.16,1010,19.07,65.0,13.99,2,2008,AM2,Desktop
Intel Pentium B960 @ 2.20GHz,38.68,910,23.53,941,24.32,35.0,26,2,2012,PGA988,Laptop
AMD Opteron 2220 SE,25.0,909,36.35,519,20.75,119.0,7.64,2,2009,F (1207),Server
Intel Atom x5-Z8350 @ 1.44GHz,21.0,909,43.29,482,22.97,4.0,227.26,4,2016,UTFCBGA592,Laptop
Intel Core2 Duo T8300 @ 2.40GHz,108.95,906,8.32,996,9.14,35.0,25.9,2,2008,BGA479,Laptop
Intel Pentium E5300 @ 2.60GHz,59.49,906,15.22,1032,17.34,65.0,13.93,2,2009,LGA775,Desktop
Intel Core2 Duo E6600 @ 2.40GHz,35.09,901,25.68,953,27.17,65.0,13.86,2,2008,PLGA775,Desktop
Intel Pentium G620T @ 2.20GHz,19.99,896,44.84,961,48.05,35.0,25.61,2,2011,LGA1155,Desktop
AMD Turion II P540 Dual-Core,49.95,884,17.7,843,16.88,35.0,25.26,2,2010,S1,Laptop
AMD Sempron X2 190,83.44,879,10.53,977,11.71,45.0,19.53,2,2012,AM2+/AM3,Unknown
Intel Core2 Duo E6550 @ 2.33GHz,13.3,875,65.78,911,68.52,65.0,13.46,2,2008,LGA775,Desktop
AMD Athlon 5200 Dual-Core,89.0,869,9.77,915,10.28,75.0,11.59,2,2010,AM2,Desktop
Intel Core2 Duo P7550 @ 2.26GHz,229.99,868,3.78,917,3.99,25.0,34.74,2,2009,PGA478,Laptop
Intel Pentium E5200 @ 2.50GHz,49.94,867,17.35,1006,20.14,65.0,13.33,2,2009,LGA775,Desktop
Intel Xeon 3065 @ 2.33GHz,20.9,867,41.49,836,40.0,65.0,13.34,2,2009,LGA775,Server
AMD Turion 64 X2 Mobile TL-68,90.0,861,9.56,887,9.85,35.0,24.59,2,2009,S1,Laptop
Intel Celeron E3200 @ 2.40GHz,19.99,860,43.02,992,49.63,65.0,13.23,2,2009,LGA775,Desktop
AMD Athlon 7550 Dual-Core,14.95,859,57.47,919,61.47,95.0,9.04,2,2009,AM2+,Desktop
Intel Xeon 5140 @ 2.33GHz,36.99,857,23.16,870,23.51,65.0,13.18,2,2009,LGA771,Server
AMD Turion II N530 Dual-Core,30.0,855,28.51,968,32.27,35.0,24.44,2,2010,S1,Laptop
Intel Core2 Duo P8600 @ 2.40GHz,49.18,853,17.35,936,19.03,25.0,34.13,2,2008,BGA479,Laptop
Intel Pentium P6100 @ 2.00GHz,28.44,850,29.89,831,29.21,35.0,24.29,2,2010,PGA988,Laptop
